Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;RJ;324361;42182170000184;Medicina de Grupo;1;2025;392140797.54;6535679.959000001
UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;331651;25910449000118;Cooperativa Médica;3;2025;391800032.76;4664286.104285714
ASSISTÊNCIA MÉDICA SÃO MIGUEL LTDA;SP;325236;66854779000110;Medicina de Grupo;3;2025;391685222.59999996;868481.6465631928
UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO;MG;335517;65276354000109;Cooperativa Médica;3;2025;389252200.02;9267909.524285713
UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;345709;21839519000138;Cooperativa Médica;2;2025;388606120.99;3631832.906448598
UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO;GO;324566;1193663000132;Cooperativa Médica;3;2025;388483024.88;5712985.66
FUNDAÇÃO DE SAÚDE ITAIGUAPY;PR;311359;304148000110;Medicina de Grupo;3;2025;387466173.12;9935030.08
INTEGRA ASSISTENCIA MEDICA SA;SP;423173;44477823000188;Medicina de Grupo;1;2025;387384965.99;19369248.2995
GAMA SAUDE LTDA.;SP;407011;2009924000184;Medicina de Grupo;1;2025;385501387.26;29653952.866153844
UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;PR;322571;78044815000160;Cooperativa Médica;2;2025;385021396.13;4529663.483882353
UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO;SP;334154;48721401000167;Cooperativa Médica;3;2025;384994231.11;3737808.0690291263
CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;MG;316873;73395469000140;Autogestão;2;2025;383875296.33000004;8724438.552954547
UNIMED VALE DO CAÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;313211;87306361000149;Cooperativa Médica;2;2025;383750634.31;5185819.382567568
UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO;MG;322831;23802218000165;Cooperativa Médica;3;2025;383343960.53;4563618.577738095
KLINI PLANOS DE SAÚDE LTDA;RJ;422029;34539000000186;Medicina de Grupo;1;2025;380646148.77;11195474.963823529
UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO;RJ;352683;40294225000112;Cooperativa Médica;1;2025;380327654.81;4582260.901325301
HBC SAÚDE LTDA.;SP;414352;5011316000100;Medicina de Grupo;2;2025;379242769.15999997;10835507.690285712
CIRCULO OPERARIO CAXIENSE;RS;310247;88645403000139;Medicina de Grupo;1;2025;379119973.8;5832614.9815384615
UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;ES;371777;35988963000120;Cooperativa Médica;2;2025;378632606.46;4071318.3490322577
UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;PA;362140;10219897000100;Cooperativa Médica;3;2025;378587199.85;15774466.660416668
UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO;SP;348082;54012406000113;Cooperativa Médica;1;2025;378005769.5;4909165.837662337
AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;SP;394734;67839969000121;Medicina de Grupo;3;2025;377697312.27;828283.5795394736
UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE;SC;354295;85283299000191;Cooperativa Médica;1;2025;377564549.12;5243952.071111111
ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;RS;417599;92741016000173;Filantropia;3;2025;375522329.09000003;8534598.388409091
UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;352179;87689527000153;Cooperativa Médica;3;2025;375041068.92;3606164.1242307695
SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;SC;356476;79831608000118;Autogestão;2;2025;373731970.13;7786082.711041667
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;SP;416738;8708980000193;Medicina de Grupo;3;2025;373196687.32;10366574.647777777
UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;RS;357022;87638334000173;Cooperativa Médica;3;2025;372591819.96;4435616.904285714
ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;SP;417947;10935483000170;Medicina de Grupo;2;2025;372157083.35;8270157.407777778
UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO;RJ;320897;39210844000100;Cooperativa Médica;3;2025;370395810.05;5073915.206164383
UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO;SP;361941;6037000127;Cooperativa Médica;3;2025;369798930.05;4509743.049390244
UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;SC;372561;381694000154;Cooperativa Médica;3;2025;369729157.78;3055612.874214876
UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;309087;25810946000144;Cooperativa Médica;3;2025;369709368.98;4801420.376363637
UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO;SP;351407;45118429000116;Cooperativa Médica;2;2025;369156758.72;4394723.318095239
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.;SP;318477;2888465000156;Medicina de Grupo;3;2025;368045238.88;8559191.601860465
UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO;MT;314099;2597394000132;Cooperativa Médica;1;2025;367863177.39;4087368.6376666664
UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA;BA;350371;16415598000110;Cooperativa Médica;1;2025;367090066.41;4767403.45987013
SAMI ASSISTÊNCIA MÉDICA LTDA;SP;422398;36567721000125;Medicina de Grupo;3;2025;366484489.52;12216149.650666665
UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO;SP;300713;54991211000162;Cooperativa Médica;2;2025;366171407.91;3184099.1992173917
UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO;MT;304468;37436920000167;Cooperativa Médica;2;2025;362511067.69;3519524.929029126
UNIMED SAÚDE E ODONTO S.A;SP;416801;10414182000109;Medicina de Grupo;3;2025;362398971.7;12496516.26551724
IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;PR;336831;79115762000193;Filantropia;2;2025;361235575.1;6020592.918333334
BIOVIDA SAÚDE LTDA.;SP;415111;4299138000194;Medicina de Grupo;1;2025;360811024.8;800024.445232816
UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;SP;325031;67417519000140;Cooperativa Médica;3;2025;360740893.74;4809878.5832
UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;SP;415014;6091170000105;Cooperativa Médica;3;2025;360325600.8;4341272.298795181
SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SP;420077;60961422000155;Autogestão;1;2025;360050553.9;16365934.268181818
UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.;RJ;323357;27626696000112;Cooperativa Médica;3;2025;359265456.78;6415454.585357143
UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO;SP;345598;65422339000121;Cooperativa Médica;1;2025;356358472.09000003;4881622.905342466
METLIFE PLANOS ODONTOLÓGICOS LTDA.;SP;406481;3273825000178;Odontologia de Grupo;3;2025;356174929.93;15485866.518695652
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;PR;338648;77375897000162;Autogestão;1;2025;355051682.2;7101033.643999999
GARANTIA DE SAÚDE LTDA;SP;343064;45572583000163;Medicina de Grupo;3;2025;354512973.59999996;11817099.12
SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;DF;414310;4859814000137;Autogestão;2;2025;354230226.57;6107417.6994827585
UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO ;MG;354325;20909271000171;Cooperativa Médica;3;2025;354211328.14;4919601.779722222
AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA;SP;327417;59847780000152;Medicina de Grupo;1;2025;353914468.34;5898574.4723333325
ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE;PA;406554;83367342000171;Filantropia;2;2025;353747377.92;11054605.56
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;PR;372609;2862447000103;Medicina de Grupo;1;2025;353342377.76;5520974.6525
FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;PE;307751;12585261000108;Autogestão;2;2025;351543263.3;8788581.5825
UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .;PR;365777;81710865000143;Cooperativa Médica;3;2025;351401861.93;4392523.274125
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;ES;343331;28502128000172;Autogestão;3;2025;350549090.73;10015688.30657143
UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO;BA;346209;42043067000153;Cooperativa Médica;2;2025;348349759.02;4771914.507123288
UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO;GO;320251;37275625000176;Cooperativa Médica;1;2025;347502357.26;4513017.626753246
UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;SP;333051;74466137000172;Cooperativa Médica;1;2025;346827130.15;4128894.4065476186
VIVACOM PLANOS DE SAÚDE;GO;361461;37880952000157;Autogestão;3;2025;344981458.96;6272390.1629090905
2CARE OPERADORA DE SAÚDE LTDA.;SP;421421;27452545000195;Medicina de Grupo;1;2025;343798564.09;9047330.633947367
UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS;MG;316148;41781949000153;Cooperativa Médica;2;2025;343262195.74;4576829.276533334
UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS;SP;328294;1559455000104;Cooperativa Médica;2;2025;343039078.02;5445064.73047619
UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;SP;358088;53678264000165;Cooperativa Médica;1;2025;342772785.46;3088043.112252252
GOCARE PLANOS DE SAUDE LTDA;SP;422681;40187311000126;Medicina de Grupo;3;2025;342451961.63;6585614.646730769
UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO;RO;347507;697509000135;Cooperativa Médica;1;2025;342424676.24;3847468.2723595505
AMHE MED ASSISTENCIA A SAUDE LTDA - EPP;SP;421731;29174910000172;Medicina de Grupo;3;2025;342218942.27;750480.1365570175
UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;304395;22720791000167;Cooperativa Médica;2;2025;341337283.14;4491280.041315789
UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.;RJ;330264;29290152000158;Cooperativa Médica;2;2025;340834396.74;6816687.9348
UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;SP;354279;71695746000105;Cooperativa Médica;3;2025;340501078.33;3825854.812696629
ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;MG;416690;7781345000179;Autogestão;3;2025;340428396.2;8958642.005263157
UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;330108;26189530000113;Cooperativa Médica;2;2025;340059777.72;3333919.389411765
UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;300136;103956000119;Cooperativa Médica;2;2025;339502776.15;3296143.45776699
PARANA ASSISTENCIA MEDICA LTDA;PR;315265;82353079000107;Medicina de Grupo;3;2025;336632574.01;4488434.320133333
UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA;SP;350494;51304798000104;Cooperativa odontológica;3;2025;333112596.16;11486641.246896552
ASSOCIAÇÃO SÃO FRANCISCO VIDA;SP;419141;14946109000120;Medicina de Grupo;2;2025;333040791.21;8122946.127073171
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;SP;319422;51473692000126;Filantropia;3;2025;331967179.26;7720166.9595348835
CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;GO;386596;366982000130;Cooperativa Médica;2;2025;331924429.49;6262725.084716981
UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;PR;361615;75003525000180;Cooperativa Médica;2;2025;329566171.84000003;2723687.3705785125
UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;SC;340251;80653975000158;Cooperativa Médica;3;2025;328015012.61;3489521.410744681
PLENA SAÚDE S.A.;SP;348830;338763000147;Medicina de Grupo;1;2025;327805027.13;6185000.511886792
CENTRO HOSPITALAR ATIBAIA LTDA.;SP;350699;950062000164;Medicina de Grupo;2;2025;327227665.68;13634486.07
ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;AL;395480;37135365000133;Medicina de Grupo;3;2025;326392946.7;12553574.873076923
UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO;RJ;312592;30417661000188;Cooperativa Médica;2;2025;326223678.17;5261672.228548387
UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO;SP;304883;45425899000122;Cooperativa Médica;1;2025;324874895.65;5414581.594166666
UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;PR;366064;78953023000108;Cooperativa Médica;3;2025;324167671.57;4380644.210405406
ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;MG;416568;8202035000115;Autogestão;1;2025;323769080.53;4692305.514927536
UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;SC;301744;1356020000162;Cooperativa Médica;3;2025;323355553.74;3201540.136039604
UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;MG;368148;25971433000115;Cooperativa Médica;3;2025;320826965.58;7129488.124
S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;SP;324493;69259356000140;Autogestão;1;2025;320575470.09;7123899.335333332
ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA A SAÚDE DOS JUÍZES DO TRABALHO DA 15ª REGIÃO (ABAS 15);SP;304131;2030246000131;Autogestão;2;2025;320087735.59;10325410.82548387
LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;DF;418374;11828089000103;Autogestão;2;2025;318995771.98;5063424.9520634925
FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;SC;315044;82956996000178;Autogestão;1;2025;318758025.93;5692107.605892858
UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;SP;318388;74521188000150;Cooperativa Médica;2;2025;318151789.15;3535019.879444444
FUNDACAO LEONOR DE BARROS CAMARGO;SP;410292;60499365000134;Filantropia;3;2025;316697447.18;10216046.683225807
ABERTTA SAÚDE - ASSOCIAÇÃO BENEFICENTE DOS EMPREGADOS DA ARCELORMITTAL NO BRASIL;MG;314668;17505793000101;Autogestão;1;2025;316313653.74;4393245.190833334
UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO;SC;348244;1554266000149;Cooperativa Médica;2;2025;315838738.84;3759984.986190476
SELECT OPERADORA DE PLANO DE SAUDE LTDA;GO;358053;37035441000139;Medicina de Grupo;2;2025;314999479.15;10161273.52096774
UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO;SP;331341;60633369000163;Cooperativa Médica;1;2025;314938241.97;4499117.742428572
UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO;SP;355577;45207131000182;Cooperativa Médica;3;2025;314562328.15999997;5935138.267169811
UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;SP;414573;3230123000107;Cooperativa Médica;3;2025;314291303.69;13095470.987083333
SULMED - ASSISTÊNCIA MÉDICA LTDA;RS;338346;90747908000156;Medicina de Grupo;3;2025;312752440.54;5584865.009642857
UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;311618;87701249000102;Cooperativa Médica;2;2025;312533726.25;4664682.481343283
UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;MG;345458;66477217000103;Cooperativa Médica;3;2025;311557188.66;2806821.5194594595
UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO;SP;369411;51093193000103;Cooperativa Médica;1;2025;311496434.48;3211303.448247423
UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO;PR;320862;81076069000109;Cooperativa Médica;2;2025;311301482.88;4447164.041142857
SISTEMAS E PLANOS DE SAÚDE LTDA.;SP;352586;2852017000100;Medicina de Grupo;3;2025;310788610.7;10025439.05483871
UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;RJ;330566;68709211000131;Cooperativa Médica;2;2025;310729823.76;4855153.49625
UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO;MA;352543;7057185000110;Cooperativa Médica;1;2025;310079640.19;4027008.314155844
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;SE;343463;15594468000129;Medicina de Grupo;3;2025;309874696.29;12394987.8516
ASSOCIAÇÃO PADRE ALBINO SAÚDE;SP;420158;23869306000184;Medicina de Grupo;2;2025;309106395.54;9971174.04967742
UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO;SP;301574;50480953000172;Cooperativa Médica;1;2025;308911569.52;3910273.031898734
TEMPO MED PLANO DE SAUDE LTDA;SC;422771;41432461000110;Medicina de Grupo;3;2025;308222708.73;5815522.806226416
AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;RJ;401081;68668045000172;Medicina de Grupo;2;2025;307334041.22;7683351.0305
CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC;SC;327557;83937631000169;Autogestão;2;2025;306876311.46999997;6819473.5882222215
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;DF;416401;8097092000181;Autogestão;1;2025;306099826.61;8745709.331714286
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;SP;324159;57214900000159;Cooperativa Médica;3;2025;305908526.05;4248729.528472222
UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA;AC;337871;84313741000112;Cooperativa Médica;1;2025;305896215.28;3476093.355454545
CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE;RN;314251;2172353000102;Autogestão;3;2025;302330377.52;9161526.591515152
UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO;MG;359289;16991945000152;Cooperativa Médica;1;2025;300161849.8;3898205.8415584415
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO;SP;347655;56384183000140;Filantropia;2;2025;300134160.26;5174726.901034483
UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;311375;89870547000151;Cooperativa Médica;1;2025;300000001.88;4347826.114202899
PROASA SAÚDE;DF;310522;2752923000125;Medicina de Grupo;1;2025;299787446.14;6118111.145714286
UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;PR;371106;78931391000155;Cooperativa Médica;1;2025;298294275.7;1054043.377031802
ASSOCIAÇÃO DE SAÚDE DO VALE;SC;422321;35657268000185;Medicina de Grupo;3;2025;298286603.71;8061800.100270269
ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO;SP;418731;15022430000181;Medicina de Grupo;3;2025;298235306.27;8060413.682972972
ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;PR;326755;78613841000161;Filantropia;1;2025;298127589.58;3680587.5256790123
BEST SENIOR OPERADORA DE SAÚDE LTDA;ES;421766;32421708000102;Medicina de Grupo;3;2025;298053649.94;7451341.2485
AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;SP;394734;67839969000121;Medicina de Grupo;2;2025;298039069.08;8055109.9751351345
ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;PR;417955;7945024000162;Autogestão;3;2025;295801948.52;8700057.309411764
UNIMED TRÊS RIOS COOPERATIVA DE TRABALHO MÉDICO;RJ;337498;946953000147;Cooperativa Médica;3;2025;294136027.17;4744129.470483871
UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;357260;87647756000105;Cooperativa Médica;1;2025;292676116.02;2956324.404242424
UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;CE;303178;7649106000160;Cooperativa Médica;3;2025;291995561.52;5214206.455714285
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;PI;416398;885918000165;Medicina de Grupo;3;2025;291534768.82;8329564.823428571
UNIÃO MÉDICA PLANOS DE SAÚDE S/A;BA;414581;4745753000187;Medicina de Grupo;1;2025;290816079.29;5816321.5858000005
ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI;RS;342556;87547444000120;Filantropia;1;2025;290332133.12;5692786.923921568
UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA;MS;333662;15395999000192;Cooperativa Médica;1;2025;288998331.15;4070399.03028169
ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;SC;417297;11593821000103;Autogestão;2;2025;288619830.71;5063505.801929824
ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;BA;335754;14799035000147;Autogestão;2;2025;288098577.69;9293502.506129032
LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;SP;379280;846662000187;Medicina de Grupo;1;2025;288028977.95;631642.4955043859
UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS;PR;370681;80871551000160;Cooperativa Médica;1;2025;287589282.59000003;2687750.3045794396
SERMED-SAÚDE LTDA.;SP;303739;64924095000112;Medicina de Grupo;1;2025;287472951.2;3884769.6108108107
UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;PR;358096;81064511000179;Cooperativa Médica;2;2025;287289101.81;4633695.190483871
MATÃO CLINICAS & AMHMA SAÚDE LTDA;SP;416495;50432863000106;Medicina de Grupo;3;2025;285621066.73;6347134.8162222225
UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;319384;87607149000111;Cooperativa Médica;1;2025;285090628.63;4598235.945645161
VITA ASSISTÊNCIA A SAÚDE LTDA.;MG;414905;1648339000161;Medicina de Grupo;3;2025;285023757.61;5089709.957321429
UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA;GO;305472;33546979000157;Cooperativa Médica;2;2025;284889510.24;2637865.8355555558
ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;RJ;382540;31240963000196;Medicina de Grupo;2;2025;284368544.31;12363849.752608696
UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;SP;353027;57149775000140;Cooperativa Médica;3;2025;284057858.58;3737603.4023684207
UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO;SP;365238;494870000164;Cooperativa Médica;3;2025;283104449.07;5551067.628823529
UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.;GO;312347;26629238000174;Cooperativa Médica;1;2025;282599268.09;2770581.059705882
ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;SP;418803;16665579000141;Medicina de Grupo;2;2025;280149854.46;1647940.320352941
UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO;RJ;323993;28806545000109;Cooperativa Médica;1;2025;279782051.5;3541544.9556962023
ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;RJ;422070;34844263000107;Autogestão;3;2025;279487262.41;4737072.244237289
CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;RJ;417548;3033006000153;Autogestão;1;2025;279243304.40000004;6648650.104761906
UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;PR;305227;78420783000150;Cooperativa Médica;2;2025;279208228.75;2609422.698598131
SÃO LUCAS SAÚDE S/A;SP;344362;96509690000188;Medicina de Grupo;1;2025;279035670.42;6489201.637674419
ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;MG;417211;11177786000133;Autogestão;3;2025;278474123.01;19891008.78642857
UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;ES;371629;39384664000137;Cooperativa Médica;1;2025;277624936.25;4406745.01984127
PRONTOMED PLANOS DE SAÚDE LTDA;MG;301728;20168589000149;Medicina de Grupo;3;2025;277115525.52;5131768.991111111
UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;335541;92128610000193;Cooperativa Médica;3;2025;276861022.86;3295964.557857143
UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;SP;329886;72783970000111;Cooperativa Médica;2;2025;276429310.53000003;3455366.3816250004
SAÚDE SANTA TEREZA LTDA.;SP;414930;5029064000139;Medicina de Grupo;2;2025;275633763.07;7067532.386410256
UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL;SC;364860;85241339000132;Cooperativa Médica;1;2025;274167596.47;1903941.6421527779
